2016 san antonion tower run
2016-2-6

150
352,Kary LEY,,F,00:26:43,00:12:40,15:50 min/m,00:14:03,35.63 stair/min
345,Monica ROMERO,,F,00:26:18,00:12:42,15:52 min/m,00:13:36,36.20 stair/min
443,Minerva CHAPA,,F,00:44:46,00:13:37,17:02 min/m,00:31:08,21.27 stair/min
425,Brenda KELLING,,F,00:38:19,00:13:40,17:05 min/m,00:24:39,24.85 stair/min
388,Isabel LOVIL,,F,00:30:33,00:00:02,22:04 min/m,00:12:53,31.16 stair/min
422,Sylvia RODRIGUEZ,,F,00:36:11,00:00:02,22:57 min/m,00:17:50,26.31 stair/min
423,Margarita FARIAS,,F,00:37:29,00:00:02,27:06 min/m,00:15:48,25.40 stair/min
450,Denise ROJAS,,F,00:52:31,00:00:02,42:52 min/m,00:18:13,18.13 stair/min
446,Wendy WALDING,,F,00:51:17,00:00:02,43:55 min/m,00:16:09,18.56 stair/min
454,Nina CONTRERAS,,F,00:58:10,00:00:02,48:15 min/m,00:19:34,16.37 stair/min
452,Monica BYRD,,F,00:56:48,00:00:02,50:17 min/m,00:16:34,16.76 stair/min
455,Cindy GONZALES,,F,01:02:47,00:00:02,50:23 min/m,00:22:28,342.04 stair/min
